,Unnamed: 0,newid,seqno,expname,cost_flag,ref_mo,ref_yr,gift,cost,fam_size,family_income_before_tax,calibration_weight,number_of_earners,interview_month,interview_year,sex_ref,total_expenditure_prior_quarter,total_expenditure_current_quarter,sampling_state,imputed_income_before_tax,division,urban,product_description,region_description,sampling_city,Population_bucket
5612,12420,5589441,21,TELRES3X,Valid value (allocated),January,2024,False,143,2,60000,2235.675,2,February,2024,Female,8157.7333,4449.8666,Alaska,64424.0,Pacific,Urban,Residential telephone including VOIP,West,Anchorage,100-500 Thousands
5613,12421,5589441,22,QADCAB3X,Valid value (unadjusted),January,2024,False,152,2,60000,2235.675,2,February,2024,Female,8157.7333,4449.8666,Alaska,64424.0,Pacific,Urban,Cable and satellite television services,West,Anchorage,100-500 Thousands
5614,12422,5589441,23,QADINE3X,Valid value (topcoded/suppressed),January,2024,False,322,2,60000,2235.675,2,February,2024,Female,8157.7333,4449.8666,Alaska,64424.0,Pacific,Urban,Computer information services (internet),West,Anchorage,100-500 Thousands
5615,12426,5590481,12,QADCAB3X,Valid value (allocated),January,2024,False,72,1,68000,32523.629,1,February,2024,Male,40874.0,3722.5,California,68000.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
5616,12427,5590481,12,QADINE3X,Valid value (allocated),January,2024,False,34,1,68000,32523.629,1,February,2024,Male,40874.0,3722.5,California,68000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
5617,12428,5590481,12,TELRES3X,Valid value (allocated),January,2024,False,44,1,68000,32523.629,1,February,2024,Male,40874.0,3722.5,California,68000.0,Pacific,Urban,Residential telephone including VOIP,West,Los Angeles-Long Beach-Anaheim,5+ Million
5618,12429,5591051,23,QADCAB3X,Valid value (allocated),January,2024,False,70,3,609967,21585.459,2,February,2024,Female,39290.6289,16540.8145,New York,613887.2,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
5619,12430,5591051,23,QADINE3X,Valid value (allocated),January,2024,False,36,3,609967,21585.459,2,February,2024,Female,39290.6289,16540.8145,New York,613887.2,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
5620,12431,5591051,23,TELRES3X,Valid value (allocated),January,2024,False,44,3,609967,21585.459,2,February,2024,Female,39290.6289,16540.8145,New York,613887.2,Middle Atlantic,Urban,Residential telephone including VOIP,Northeast,New York-Newark-Jersey City,5+ Million
5621,12432,5591051,24,TELCEL3X,Valid value (unadjusted),January,2024,False,150,3,609967,21585.459,2,February,2024,Female,39290.6289,16540.8145,New York,613887.2,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
5622,12437,5592941,28,TELCEL3X,Valid value (unadjusted),January,2024,False,120,2,545567,16655.86,2,February,2024,Male,20086.8333,13650.9167,Colorado,462644.8,Mountain,Rural,Cellular phone service,West,Denver-Aurora-Lakewood,1-5 Million
5623,12438,5592941,29,QADINE3X,Valid value (unadjusted),January,2024,False,100,2,545567,16655.86,2,February,2024,Male,20086.8333,13650.9167,Colorado,462644.8,Mountain,Rural,Computer information services (internet),West,Denver-Aurora-Lakewood,1-5 Million
5624,12439,5592941,30,QADCAB3X,Valid value (unadjusted),January,2024,False,120,2,545567,16655.86,2,February,2024,Male,20086.8333,13650.9167,Colorado,462644.8,Mountain,Rural,Cable and satellite television services,West,Denver-Aurora-Lakewood,1-5 Million
5625,12440,5593051,44,QADINE3X,Valid value (unadjusted),January,2024,False,240,3,335000,22748.414,2,February,2024,Female,23061.8771,30759.9386,New Jersey,337872.8,Middle Atlantic,Urban,Computer information services (internet),Northeast,Philadelphia-Camden-Wilmington,5+ Million
5626,12441,5593051,45,TELCEL3X,Valid value (unadjusted),January,2024,False,250,3,335000,22748.414,2,February,2024,Female,23061.8771,30759.9386,New Jersey,337872.8,Middle Atlantic,Urban,Cellular phone service,Northeast,Philadelphia-Camden-Wilmington,5+ Million
5627,12444,5595301,25,QADINE3X,Valid value (unadjusted),January,2024,False,80,4,195200,17243.574,2,February,2024,Male,19473.0875,8322.0437,Illinois,355046.0,East North Central,Rural,Computer information services (internet),Midwest,St. Louis,1-5 Million
5628,12445,5595791,34,TELCEL3X,Valid value (unadjusted),January,2024,False,179,2,53292,9099.241,0,February,2024,Female,11143.6667,4717.3333,California,53404.4,Pacific,Urban,Cellular phone service,West,San Diego-Carlsbad,1-5 Million
5629,12446,5595791,35,QADCAB3X,Valid value (unadjusted),January,2024,False,209,2,53292,9099.241,0,February,2024,Female,11143.6667,4717.3333,California,53404.4,Pacific,Urban,Cable and satellite television services,West,San Diego-Carlsbad,1-5 Million
5630,12447,5595791,36,QADINE3X,Valid value (unadjusted),January,2024,False,149,2,53292,9099.241,0,February,2024,Female,11143.6667,4717.3333,California,53404.4,Pacific,Urban,Computer information services (internet),West,San Diego-Carlsbad,1-5 Million
5631,12448,5595921,28,QADINE3X,Valid value (unadjusted),January,2024,False,80,2,77000,33605.647,2,February,2024,Male,11220.8332,5143.4166,California,77000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
5632,12449,5596281,24,QADINE3X,Valid value (unadjusted),January,2024,False,60,1,147200,32424.684,1,February,2024,Male,12316.8334,7672.4167,Illinois,147467.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
5633,12478,5600671,14,TELCEL2X,Valid value (unadjusted),January,2024,False,109,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Cellular phone service,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5634,12479,5600671,14,TELCEL3X,Valid value (unadjusted),February,2024,False,109,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Cellular phone service,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5635,12480,5600671,15,QADCAB2X,Valid value (allocated),January,2024,False,57,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Cable and satellite television services,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5636,12481,5600671,15,QADCAB3X,Valid value (allocated),February,2024,False,58,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Cable and satellite television services,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5637,12482,5600671,15,QADINE2X,Valid value (allocated),January,2024,False,40,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Computer information services (internet),South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5638,12483,5600671,15,QADINE3X,Valid value (allocated),February,2024,False,39,2,4192,25750.908,0,March,2024,Male,5040.0,7798.0,Florida,45287.2,South Central,Urban,Computer information services (internet),South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5639,12492,5604011,22,TELCEL2X,Valid value (unadjusted),January,2024,False,43,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Cellular phone service,Midwest,Detroit-Warren-Dearborn,1-5 Million
5640,12493,5604011,22,TELCEL3X,Valid value (unadjusted),February,2024,False,43,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Cellular phone service,Midwest,Detroit-Warren-Dearborn,1-5 Million
5641,12494,5604011,23,QADCAB2X,Valid value (allocated),January,2024,False,61,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Cable and satellite television services,Midwest,Detroit-Warren-Dearborn,1-5 Million
5642,12495,5604011,23,QADCAB3X,Valid value (allocated),February,2024,False,61,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Cable and satellite television services,Midwest,Detroit-Warren-Dearborn,1-5 Million
5643,12496,5604011,23,QADINE2X,Valid value (allocated),January,2024,False,45,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Computer information services (internet),Midwest,Detroit-Warren-Dearborn,1-5 Million
5644,12497,5604011,23,QADINE3X,Valid value (allocated),February,2024,False,45,3,20196,29903.634,2,March,2024,Female,2928.0167,6876.0333,Michigan,55857.8,East North Central,Urban,Computer information services (internet),Midwest,Detroit-Warren-Dearborn,1-5 Million
5645,12498,5604591,31,TELCEL2X,Valid value (unadjusted),January,2024,False,200,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
5646,12499,5604591,31,TELCEL3X,Valid value (unadjusted),February,2024,False,200,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
5647,12500,5604591,32,QADCAB2X,Valid value (allocated),January,2024,False,173,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
5648,12501,5604591,32,QADCAB3X,Valid value (allocated),February,2024,False,174,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
5649,12502,5604591,32,QADINE2X,Valid value (allocated),January,2024,False,67,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
5650,12503,5604591,32,QADINE3X,Valid value (allocated),February,2024,False,66,2,27400,27082.55,0,March,2024,Male,12018.3333,42212.6667,New York,27400.0,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
5651,12528,5552692,37,INTAWYX,Valid value (unadjusted),January,2024,False,3,1,17800,14341.266,1,February,2024,Male,7680.2334,3477.6167,California,17179.4,Pacific,Urban,Internet services away from home,West,San Diego-Carlsbad,1-5 Million
5652,12531,5588102,16,INTAWYX,Valid value (unadjusted),January,2024,False,33,2,60000,33937.066,1,February,2024,Female,13204.8772,6527.4386,California,137727.8,Pacific,Urban,Internet services away from home,West,Los Angeles-Long Beach-Anaheim,5+ Million
5653,12532,5588261,18,PRPYCLX,Valid value (unadjusted),January,2024,False,12,3,43096,9153.942,2,February,2024,Female,4802.4333,2392.7167,Missouri,78814.0,West North Central,Rural,Cellular phone service,Midwest,St. Louis,1-5 Million
5654,12533,5595301,29,PRPYCLX,Valid value (unadjusted),January,2024,False,29,4,195200,17243.574,2,February,2024,Male,19473.0875,8322.0437,Illinois,355046.0,East North Central,Rural,Cellular phone service,Midwest,St. Louis,1-5 Million
5655,12534,5427113,2,MINPURX,Valid value (unadjusted),January,2024,False,108,2,33000,37323.186,1,February,2024,Female,7882.8334,3682.4167,Florida,33000.0,South Central,Urban,Televisions,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5656,12535,5428173,1,MINPURX,Valid value (unadjusted),January,2024,False,50,3,125000,35131.998,1,February,2024,Female,21273.3333,13274.6667,Pennsylvania,125000.0,Middle Atlantic,Urban,Computer software,Northeast,Philadelphia-Camden-Wilmington,5+ Million
5657,12538,5446453,2,MINPURX,Valid value (unadjusted),January,2024,False,15,2,114456,25810.242,1,March,2024,Female,10388.05,11435.1,Texas,119499.8,West South Central,Urban,Portable memory,South,Houston-The Woodlands-Sugar Land,5+ Million
5658,12539,5446453,3,MINPURX,Valid value (unadjusted),February,2024,False,15,2,114456,25810.242,1,March,2024,Female,10388.05,11435.1,Texas,119499.8,West South Central,Urban,Portable memory,South,Houston-The Woodlands-Sugar Land,5+ Million
5659,12542,5554692,1,MINPURX,Valid value (unadjusted),January,2024,False,70,3,35001,25049.885,2,February,2024,Male,8408.8333,4526.4167,California,47944.4,Pacific,Urban,Computer software,West,San Diego-Carlsbad,1-5 Million
5660,12543,5556482,2,MINPURX,Valid value (unadjusted),January,2024,False,70,1,66000,25286.738,1,February,2024,Male,8058.5439,8094.7719,Georgia,161684.6,South Central,Urban,Computer software,South,Atlanta-Sandy Springs-Roswell,5+ Million
5661,12544,5556792,2,MINPURX,Valid value (unadjusted),January,2024,False,350,2,103000,13972.687,2,February,2024,Female,12535.3334,5622.6667,Colorado,103000.0,Mountain,Urban,Televisions,West,Denver-Aurora-Lakewood,1-5 Million
5662,12545,5558922,1,MINPURX,Valid value (unadjusted),January,2024,False,1100,1,150200,21541.269,1,February,2024,Male,14706.8771,11540.4386,California,308828.0,Pacific,Urban,Telephones and accessories,West,San Francisco-Oakland-Hayward,1-5 Million
5663,12547,5560892,2,MINPURX,Valid value (unadjusted),January,2024,False,35,1,110003,6116.357,1,February,2024,Female,13803.5,3105.25,Hawaii,110003.0,Pacific,Urban,Computer accessories,West,Honolulu,0.5-1.0 Million
5664,12549,5563602,2,MINPURX,Valid value (unadjusted),January,2024,False,800,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,Computers and computer hardware for nonbusiness use,West,San Francisco-Oakland-Hayward,1-5 Million
5665,12551,5566942,1,MINPURX,Valid value (unadjusted),February,2024,False,40,1,4700,85737.536,1,March,2024,Male,398.6667,1172.3334,Illinois,4767.2,East North Central,Urban,Computer accessories,Midwest,Chicago-Naperville-Elgin,5+ Million
5666,12553,5588102,2,MINPURX,Valid value (unadjusted),January,2024,False,300,2,60000,33937.066,1,February,2024,Female,13204.8772,6527.4386,California,137727.8,Pacific,Urban,Televisions,West,Los Angeles-Long Beach-Anaheim,5+ Million
5667,12554,5588881,2,MINPURX,Valid value (unadjusted),January,2024,False,60,4,120200,16351.472,1,February,2024,Male,22912.3333,10754.6667,Missouri,120093.0,West North Central,Urban,Computer software,Midwest,St. Louis,1-5 Million
5668,12555,5595301,3,MINPURX,Valid value (unadjusted),January,2024,False,20,4,195200,17243.574,2,February,2024,Male,19473.0875,8322.0437,Illinois,355046.0,East North Central,Rural,Accessories and other sound equipment,Midwest,St. Louis,1-5 Million
5669,12568,5426783,4,REPAIRX,Valid value (unadjusted),January,2024,False,12,1,16544,12071.18,0,February,2024,Male,7957.6667,4001.3333,Maryland,16544.0,South Central,Urban,"Repair of televisions, radio, and sound equipment",South,Baltimore-Columbia-Towson,1-5 Million
5670,12569,5427683,7,REPAIRX,Valid value (unadjusted),January,2024,False,10,4,145940,35966.625,3,February,2024,Male,17738.8666,9722.9333,Pennsylvania,155003.2,Middle Atlantic,Urban,Repair of computer systems for nonbusiness use,Northeast,Philadelphia-Camden-Wilmington,5+ Million
5671,12571,5556482,33,VQBEXPX,Valid value (unadjusted),January,2024,False,3400,1,66000,25286.738,1,February,2024,Male,8058.5439,8094.7719,Georgia,161684.6,South Central,Urban,"Vehicle parts, accessories, fluid excluding tires",South,Atlanta-Sandy Springs-Roswell,5+ Million
5672,12576,5426173,31,SUBEXPX,Valid value (imputed/adjusted),January,2024,False,15,3,0,19001.709,3,February,2024,Female,21019.6001,7318.8,Colorado,122740.4,Mountain,Urban,Streaming and downloading audio,West,Denver-Aurora-Lakewood,1-5 Million
5673,12577,5426173,32,SUBEXPX,Valid value (unadjusted),January,2024,False,15,3,0,19001.709,3,February,2024,Female,21019.6001,7318.8,Colorado,122740.4,Mountain,Urban,"Rental, streaming, and downloading videos",West,Denver-Aurora-Lakewood,1-5 Million
5674,12578,5426783,20,SUBEXPX,Valid value (unadjusted),January,2024,False,8,1,16544,12071.18,0,February,2024,Male,7957.6667,4001.3333,Maryland,16544.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
5675,12579,5427013,23,SUBEXPX,Valid value (unadjusted),January,2024,False,14,1,394367,21053.108,1,February,2024,Male,12520.5,7710.25,Washington,308628.0,Pacific,Urban,Streaming and downloading audio,West,Seattle-Tacoma-Bellevue,1-5 Million
5676,12580,5427013,24,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,394367,21053.108,1,February,2024,Male,12520.5,7710.25,Washington,308628.0,Pacific,Urban,Streaming and downloading audio,West,Seattle-Tacoma-Bellevue,1-5 Million
5677,12581,5427113,35,SUBEXPX,Valid value (unadjusted),January,2024,False,20,2,33000,37323.186,1,February,2024,Female,7882.8334,3682.4167,Florida,33000.0,South Central,Urban,Online gaming services,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
5678,12582,5427683,36,SUBEXPX,Valid value (unadjusted),January,2024,False,22,4,145940,35966.625,3,February,2024,Male,17738.8666,9722.9333,Pennsylvania,155003.2,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5679,12583,5427683,37,SUBEXPX,Valid value (unadjusted),January,2024,False,21,4,145940,35966.625,3,February,2024,Male,17738.8666,9722.9333,Pennsylvania,155003.2,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5680,12584,5427683,38,SUBEXPX,Valid value (unadjusted),January,2024,False,54,4,145940,35966.625,3,February,2024,Male,17738.8666,9722.9333,Pennsylvania,155003.2,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5681,12585,5428173,41,SUBEXPX,Valid value (unadjusted),January,2024,False,19,3,125000,35131.998,1,February,2024,Female,21273.3333,13274.6667,Pennsylvania,125000.0,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5682,12586,5429153,24,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,71888,13191.665,1,February,2024,Male,8885.0,4002.5,Florida,71888.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Tampa-St. Petersburg-Clearwater,1-5 Million
5683,12587,5429153,26,SUBEXPX,Valid value (unadjusted),January,2024,False,11,2,71888,13191.665,1,February,2024,Male,8885.0,4002.5,Florida,71888.0,South Central,Urban,Streaming and downloading audio,South,Tampa-St. Petersburg-Clearwater,1-5 Million
5684,12591,5430703,51,SUBEXPX,Valid value (unadjusted),January,2024,False,30,4,394567,8339.265,1,February,2024,Male,53836.8772,23895.4386,California,308679.4,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
5685,12592,5430703,52,SUBEXPX,Valid value (unadjusted),January,2024,False,80,4,394567,8339.265,1,February,2024,Male,53836.8772,23895.4386,California,308679.4,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
5686,12593,5430703,53,SUBEXPX,Valid value (unadjusted),January,2024,False,1100,4,394567,8339.265,1,February,2024,Male,53836.8772,23895.4386,California,308679.4,Pacific,Urban,Video game software,West,San Diego-Carlsbad,1-5 Million
5687,12594,5431183,28,SUBEXPX,Valid value (unadjusted),January,2024,False,30,2,155592,31268.448,1,February,2024,Female,10062.0001,4670.5,Illinois,155592.0,East North Central,Urban,Streaming and downloading audio,Midwest,Chicago-Naperville-Elgin,5+ Million
5688,12595,5431183,29,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,155592,31268.448,1,February,2024,Female,10062.0001,4670.5,Illinois,155592.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
5689,12596,5432173,62,SUBEXPX,Valid value (unadjusted),January,2024,False,20,4,217000,23108.561,2,February,2024,Male,23784.1667,14930.0833,Texas,217000.0,West South Central,Rural,"Rental, streaming, and downloading videos",South,Houston-The Woodlands-Sugar Land,5+ Million
5690,12597,5432233,45,SUBEXPX,Valid value (unadjusted),January,2024,False,16,2,194030,43949.319,2,February,2024,Male,25824.0,15416.0,Georgia,194030.0,South Central,Urban,Streaming and downloading audio,South,Atlanta-Sandy Springs-Roswell,5+ Million
5691,12598,5432233,46,SUBEXPX,Valid value (unadjusted),January,2024,False,30,2,194030,43949.319,2,February,2024,Male,25824.0,15416.0,Georgia,194030.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
5692,12603,5436443,35,SUBEXPX,Valid value (unadjusted),February,2024,False,40,3,115500,22559.131,2,March,2024,Male,7108.1667,14273.3333,Massachusetts,115500.0,New England,Urban,"Rental, streaming, and downloading videos",Northeast,Boston-Cambridge-Newton,1-5 Million
5693,12604,5436443,35,SUBEXPX,Valid value (unadjusted),January,2024,False,40,3,115500,22559.131,2,March,2024,Male,7108.1667,14273.3333,Massachusetts,115500.0,New England,Urban,"Rental, streaming, and downloading videos",Northeast,Boston-Cambridge-Newton,1-5 Million
5694,12609,5442383,14,SUBEXPX,Valid value (unadjusted),February,2024,False,72,1,0,27731.213,1,March,2024,Male,2739.3333,7192.6667,Georgia,104085.8,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
5695,12610,5442383,14,SUBEXPX,Valid value (unadjusted),January,2024,False,72,1,0,27731.213,1,March,2024,Male,2739.3333,7192.6667,Georgia,104085.8,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
5696,12611,5443543,12,SUBEXPX,Valid value (unadjusted),February,2024,False,24,3,12878,40183.153,1,March,2024,Female,2110.1666,3870.3332,New Jersey,12878.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5697,12612,5443543,12,SUBEXPX,Valid value (unadjusted),January,2024,False,24,3,12878,40183.153,1,March,2024,Female,2110.1666,3870.3332,New Jersey,12878.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
5698,12613,5443543,13,SUBEXPX,Valid value (unadjusted),February,2024,False,10,3,12878,40183.153,1,March,2024,Female,2110.1666,3870.3332,New Jersey,12878.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
5699,12614,5443543,13,SUBEXPX,Valid value (unadjusted),January,2024,False,10,3,12878,40183.153,1,March,2024,Female,2110.1666,3870.3332,New Jersey,12878.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
5700,12625,5446453,43,SUBEXPX,Valid value (unadjusted),February,2024,False,30,2,114456,25810.242,1,March,2024,Female,10388.05,11435.1,Texas,119499.8,West South Central,Urban,"Books, digital books, or book subscriptions",South,Houston-The Woodlands-Sugar Land,5+ Million
5701,12626,5446453,43,SUBEXPX,Valid value (unadjusted),January,2024,False,30,2,114456,25810.242,1,March,2024,Female,10388.05,11435.1,Texas,119499.8,West South Central,Urban,"Books, digital books, or book subscriptions",South,Houston-The Woodlands-Sugar Land,5+ Million
5702,12627,5446453,45,SUBEXPX,Valid value (unadjusted),January,2024,False,130,2,114456,25810.242,1,March,2024,Female,10388.05,11435.1,Texas,119499.8,West South Central,Urban,"Rental, streaming, and downloading videos",South,Houston-The Woodlands-Sugar Land,5+ Million
5703,12628,5550292,21,SUBEXPX,Valid value (unadjusted),January,2024,False,16,2,180000,14236.193,2,February,2024,Male,20763.7105,9327.3553,California,192121.0,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
5704,12634,5552292,25,SUBEXPX,Valid value (unadjusted),January,2024,False,28,3,0,18115.358,3,February,2024,Female,12462.7001,41050.35,Colorado,131605.8,Mountain,Urban,"Rental, streaming, and downloading videos",West,Denver-Aurora-Lakewood,1-5 Million
5705,12636,5554692,16,SUBEXPX,Valid value (unadjusted),January,2024,False,9,3,35001,25049.885,2,February,2024,Male,8408.8333,4526.4167,California,47944.4,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
5706,12637,5554852,27,SUBEXPX,Valid value (unadjusted),January,2024,False,7,1,200000,10989.853,1,February,2024,Female,27650.9875,13308.9937,Maryland,200000.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
5707,12638,5554852,28,SUBEXPX,Valid value (unadjusted),January,2024,False,15,1,200000,10989.853,1,February,2024,Female,27650.9875,13308.9937,Maryland,200000.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
5708,12639,5556482,19,SUBEXPX,Valid value (unadjusted),January,2024,False,14,1,66000,25286.738,1,February,2024,Male,8058.5439,8094.7719,Georgia,161684.6,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
5709,12640,5556792,24,SUBEXPX,Valid value (unadjusted),January,2024,False,13,2,103000,13972.687,2,February,2024,Female,12535.3334,5622.6667,Colorado,103000.0,Mountain,Urban,Streaming and downloading audio,West,Denver-Aurora-Lakewood,1-5 Million
5710,12641,5556792,25,SUBEXPX,Valid value (unadjusted),January,2024,False,30,2,103000,13972.687,2,February,2024,Female,12535.3334,5622.6667,Colorado,103000.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Denver-Aurora-Lakewood,1-5 Million
5711,12644,5558922,30,SUBEXPX,Valid value (unadjusted),January,2024,True,50,1,150200,21541.269,1,February,2024,Male,14706.8771,11540.4386,California,308828.0,Pacific,Urban,"Books, digital books, or book subscriptions",West,San Francisco-Oakland-Hayward,1-5 Million
5712,12648,5560892,41,SUBEXPX,Valid value (unadjusted),January,2024,False,15,1,110003,6116.357,1,February,2024,Female,13803.5,3105.25,Hawaii,110003.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
5713,12649,5561302,22,SUBEXPX,Valid value (unadjusted),January,2024,False,10,5,120000,35344.545,1,February,2024,Female,17924.3333,8035.6667,California,120000.0,Pacific,Urban,Streaming and downloading audio,West,Los Angeles-Long Beach-Anaheim,5+ Million
5714,12652,5563602,35,SUBEXPX,Valid value (unadjusted),February,2024,False,22,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5715,12653,5563602,35,SUBEXPX,Valid value (unadjusted),January,2024,False,22,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5716,12654,5563602,36,SUBEXPX,Valid value (unadjusted),February,2024,False,5,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5717,12655,5563602,36,SUBEXPX,Valid value (unadjusted),January,2024,False,5,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5718,12656,5563602,37,SUBEXPX,Valid value (unadjusted),February,2024,False,38,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5719,12657,5563602,37,SUBEXPX,Valid value (unadjusted),January,2024,False,38,2,199696,22558.353,1,March,2024,Male,9925.5219,23745.0438,California,199696.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
5720,12666,5565942,39,SUBEXPX,Valid value (unadjusted),February,2024,False,11,1,125500,34928.994,1,March,2024,Female,8441.8167,18273.6335,Maryland,125500.0,South Central,Urban,Streaming and downloading audio,South,Washington-Arlington-Alexandria,5+ Million
